# Constructed from biom file
#ASV ID	GZ_Bl_1	GZ_Bl_2	GZ_Bl_3	SX_Bl_1	SX_Bl_2	SX_Bl_3	GZ_Rs_1	GZ_Rs_2	GZ_Rs_3	SX_Rs_1	SX_Rs_2	SX_Rs_3
ASV_2482	0.0	0.0	0.0	0.0	14.0	0.0	22.0	0.0	0.0	12.0	0.0	0.0
ASV_3114	0.0	0.0	16.0	14.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_3130	0.0	0.0	0.0	0.0	22.0	7.0	0.0	0.0	0.0	0.0	19.0	0.0
ASV_3404	22.0	4.0	10.0	3.0	0.0	0.0	0.0	0.0	2.0	0.0	7.0	0.0
ASV_3510	0.0	0.0	0.0	15.0	0.0	0.0	11.0	0.0	14.0	8.0	0.0	0.0
ASV_3588	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	21.0	23.0	0.0
ASV_4028	7.0	0.0	0.0	9.0	0.0	7.0	5.0	8.0	0.0	3.0	9.0	0.0
ASV_4093	0.0	0.0	0.0	0.0	0.0	48.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_4522	5.0	0.0	0.0	0.0	8.0	6.0	0.0	0.0	12.0	9.0	8.0	0.0
ASV_4548	0.0	0.0	0.0	0.0	0.0	0.0	17.0	10.0	0.0	13.0	8.0	0.0
ASV_4881	0.0	0.0	23.0	10.0	6.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0
ASV_5439	0.0	0.0	48.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_5442	0.0	0.0	11.0	0.0	0.0	0.0	37.0	0.0	0.0	0.0	0.0	0.0
ASV_5473	0.0	0.0	0.0	0.0	34.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0
ASV_5474	0.0	0.0	0.0	0.0	0.0	0.0	10.0	3.0	0.0	30.0	0.0	5.0
ASV_5475	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	15.0	20.0	5.0	0.0
ASV_5490	0.0	0.0	0.0	0.0	48.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_5502	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	18.0
ASV_5503	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.0	0.0	0.0
ASV_5504	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.0
ASV_538	0.0	0.0	0.0	0.0	5.0	0.0	0.0	6.0	3.0	12.0	3.0	18.0
ASV_788	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	38.0	0.0	0.0
ASV_963	0.0	0.0	14.0	14.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_2118	0.0	0.0	0.0	0.0	0.0	0.0	28.0	19.0	0.0	0.0	0.0	0.0
ASV_2356	0.0	0.0	0.0	0.0	0.0	0.0	16.0	11.0	13.0	0.0	7.0	0.0
ASV_2576	0.0	0.0	6.0	8.0	10.0	7.0	0.0	6.0	6.0	4.0	0.0	0.0
ASV_2813	0.0	0.0	0.0	11.0	21.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0
ASV_2940	0.0	0.0	0.0	0.0	0.0	0.0	14.0	19.0	14.0	0.0	0.0	0.0
ASV_3235	0.0	0.0	0.0	0.0	31.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0
ASV_3412	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	15.0	13.0	2.0	14.0
ASV_3571	6.0	2.0	5.0	0.0	6.0	0.0	0.0	0.0	20.0	8.0	0.0	0.0
ASV_4443	0.0	0.0	0.0	0.0	0.0	47.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_4811	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.0	0.0	0.0
ASV_5222	0.0	0.0	0.0	0.0	11.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_5553	0.0	0.0	0.0	0.0	0.0	0.0	28.0	19.0	0.0	0.0	0.0	0.0
ASV_5555	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.0	0.0	0.0	0.0
ASV_5579	0.0	0.0	0.0	6.0	0.0	41.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_5580	0.0	0.0	0.0	0.0	47.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_5596	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.0
ASV_367	17.0	0.0	6.0	0.0	13.0	5.0	3.0	0.0	0.0	0.0	2.0	0.0
ASV_860	20.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0
ASV_914	18.0	0.0	8.0	12.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_2201	0.0	0.0	0.0	0.0	46.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_2653	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	28.0	3.0	0.0
ASV_2759	0.0	0.0	7.0	0.0	9.0	19.0	0.0	0.0	8.0	3.0	0.0	0.0
ASV_3299	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	18.0	8.0	0.0	0.0
ASV_3686	0.0	0.0	0.0	4.0	15.0	8.0	11.0	0.0	5.0	0.0	3.0	0.0
ASV_4074	0.0	0.0	15.0	11.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_4241	0.0	0.0	17.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_4352	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	38.0
ASV_4458	0.0	0.0	18.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_4533	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	11.0	13.0	0.0
ASV_4759	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0
ASV_5393	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	9.0	15.0	8.0	0.0
ASV_5607	0.0	46.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_5635	0.0	0.0	0.0	0.0	0.0	0.0	17.0	10.0	0.0	0.0	5.0	14.0
ASV_5636	0.0	0.0	0.0	0.0	0.0	0.0	11.0	9.0	26.0	0.0	0.0	0.0
ASV_5659	0.0	0.0	0.0	24.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_126	21.0	0.0	8.0	11.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_2034	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	22.0	0.0
ASV_2898	0.0	0.0	12.0	9.0	0.0	12.0	12.0	0.0	0.0	0.0	0.0	0.0
ASV_3387	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	16.0	0.0	14.0
ASV_3473	0.0	0.0	15.0	10.0	11.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0
ASV_4361	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	17.0	0.0
ASV_4715	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.0	0.0	0.0
ASV_5684	9.0	0.0	6.0	10.0	15.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0
ASV_5685	20.0	0.0	15.0	5.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_5686	7.0	0.0	0.0	11.0	0.0	0.0	15.0	0.0	9.0	0.0	0.0	3.0
ASV_5687	45.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_5728	0.0	0.0	0.0	0.0	0.0	0.0	32.0	13.0	0.0	0.0	0.0	0.0
ASV_5729	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	31.0
ASV_5730	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	26.0	0.0	0.0	0.0
ASV_5746	0.0	0.0	0.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_5766	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.0	0.0	0.0
ASV_921	0.0	0.0	0.0	44.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_1284	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	22.0	0.0	0.0
ASV_1536	0.0	0.0	15.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_2663	6.0	0.0	17.0	9.0	0.0	6.0	0.0	0.0	6.0	0.0	0.0	0.0
ASV_2737	0.0	0.0	0.0	0.0	0.0	44.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_2836	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.0	0.0	0.0
ASV_2881	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	23.0	13.0	0.0	0.0
ASV_3380	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	19.0	0.0	0.0	0.0
ASV_3537	10.0	0.0	0.0	0.0	0.0	4.0	0.0	15.0	15.0	0.0	0.0	0.0
ASV_3719	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	4.0	23.0	10.0	0.0
ASV_4357	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	14.0	0.0	15.0	0.0
ASV_4457	0.0	0.0	15.0	12.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0
ASV_4654	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	15.0	11.0	0.0	0.0
ASV_4760	3.0	0.0	5.0	0.0	7.0	17.0	0.0	3.0	0.0	0.0	9.0	0.0
ASV_4839	0.0	0.0	0.0	0.0	0.0	0.0	13.0	6.0	4.0	0.0	0.0	21.0
ASV_4952	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	25.0
ASV_5148	0.0	0.0	0.0	17.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_5774	33.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_5776	44.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_5777	0.0	0.0	44.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_5808	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	12.0	0.0	14.0	0.0
ASV_5809	0.0	0.0	0.0	0.0	0.0	0.0	14.0	11.0	12.0	0.0	0.0	7.0
ASV_5822	0.0	0.0	0.0	44.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_5835	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.0	0.0	0.0
ASV_204	0.0	0.0	0.0	43.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_346	17.0	0.0	0.0	15.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_425	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	14.0	11.0	0.0
ASV_491	12.0	0.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_899	9.0	0.0	15.0	5.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_1056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.0
ASV_2648	7.0	0.0	13.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	9.0	2.0
ASV_2718	43.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_3031	15.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	22.0	0.0
ASV_3683	4.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	14.0	10.0	10.0
ASV_3713	5.0	0.0	7.0	7.0	3.0	11.0	6.0	0.0	4.0	0.0	0.0	0.0
ASV_4792	0.0	0.0	0.0	14.0	0.0	17.0	0.0	7.0	0.0	5.0	0.0	0.0
ASV_5028	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	12.0	9.0	14.0	0.0
ASV_5843	11.0	0.0	0.0	10.0	0.0	6.0	7.0	4.0	5.0	0.0	0.0	0.0
ASV_5846	0.0	0.0	13.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_5888	0.0	0.0	0.0	0.0	0.0	0.0	18.0	12.0	7.0	0.0	6.0	0.0
ASV_5889	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	21.0	0.0	0.0	0.0
ASV_5890	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	16.0	0.0	0.0
ASV_5891	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.0	0.0	0.0	0.0
ASV_32	0.0	0.0	11.0	0.0	0.0	0.0	21.0	4.0	6.0	0.0	0.0	0.0
ASV_193	11.0	0.0	9.0	11.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_386	21.0	0.0	0.0	13.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_1189	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.0	0.0	0.0
ASV_1864	0.0	0.0	0.0	0.0	0.0	42.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_2598	0.0	0.0	10.0	9.0	13.0	2.0	0.0	0.0	6.0	0.0	0.0	2.0
ASV_2689	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	19.0
ASV_3032	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_3075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.0	0.0	0.0
ASV_4585	4.0	0.0	0.0	12.0	0.0	5.0	0.0	7.0	12.0	2.0	0.0	0.0
ASV_4633	0.0	0.0	0.0	0.0	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_4705	0.0	0.0	9.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_4769	0.0	0.0	0.0	11.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_5067	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	14.0	0.0
ASV_5159	0.0	0.0	0.0	0.0	0.0	0.0	3.0	9.0	6.0	12.0	0.0	12.0
ASV_5516	7.0	0.0	10.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_5550	0.0	0.0	0.0	0.0	0.0	18.0	17.0	7.0	0.0	0.0	0.0	0.0
ASV_5950	0.0	0.0	18.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_5989	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.0	0.0	0.0	0.0
ASV_6024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	17.0	0.0
ASV_128	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	31.0	4.0	0.0
ASV_368	0.0	3.0	0.0	0.0	21.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_440	0.0	0.0	18.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_2577	0.0	0.0	0.0	0.0	0.0	0.0	41.0	0.0	0.0	0.0	0.0	0.0
ASV_2821	5.0	0.0	6.0	7.0	7.0	11.0	0.0	0.0	0.0	5.0	0.0	0.0
ASV_3255	0.0	0.0	0.0	13.0	0.0	0.0	0.0	18.0	0.0	0.0	10.0	0.0
ASV_3321	0.0	0.0	0.0	0.0	0.0	0.0	15.0	26.0	0.0	0.0	0.0	0.0
ASV_3344	4.0	0.0	0.0	0.0	0.0	9.0	13.0	0.0	7.0	4.0	4.0	0.0
ASV_4030	3.0	0.0	0.0	0.0	6.0	0.0	5.0	7.0	4.0	0.0	16.0	0.0
ASV_4650	0.0	0.0	7.0	16.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0
ASV_4936	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0
ASV_5008	0.0	0.0	0.0	0.0	9.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_5020	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	13.0	0.0	23.0
ASV_5140	0.0	2.0	8.0	11.0	0.0	8.0	0.0	0.0	6.0	6.0	0.0	0.0
ASV_5773	10.0	0.0	0.0	0.0	5.0	7.0	9.0	0.0	0.0	0.0	10.0	0.0
ASV_6037	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0
ASV_6040	0.0	0.0	14.0	8.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_6083	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	4.0	25.0	3.0	0.0
ASV_6084	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	10.0	24.0	0.0	0.0
ASV_6085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	4.0	20.0	0.0	13.0
ASV_6108	0.0	0.0	0.0	17.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_6109	0.0	0.0	0.0	0.0	41.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_6110	0.0	0.0	0.0	0.0	0.0	41.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_526	16.0	0.0	9.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_913	21.0	0.0	7.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_2651	0.0	0.0	0.0	5.0	0.0	0.0	0.0	5.0	0.0	15.0	15.0	0.0
ASV_3073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0	0.0	0.0
ASV_3221	0.0	2.0	0.0	0.0	0.0	12.0	6.0	10.0	10.0	0.0	0.0	0.0
ASV_3914	15.0	0.0	0.0	0.0	4.0	0.0	9.0	0.0	0.0	0.0	10.0	2.0
ASV_3915	10.0	0.0	12.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	3.0	0.0
ASV_5357	0.0	0.0	14.0	0.0	7.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_6152	0.0	0.0	16.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_6153	0.0	0.0	15.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_6189	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	26.0	11.0	0.0
ASV_6210	0.0	0.0	0.0	13.0	16.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_6211	0.0	0.0	0.0	0.0	9.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_1494	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.0	0.0	0.0
ASV_1915	12.0	4.0	5.0	7.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_2893	10.0	0.0	0.0	3.0	0.0	11.0	0.0	0.0	9.0	6.0	0.0	0.0
ASV_3506	9.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_3828	39.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_5066	0.0	0.0	4.0	0.0	6.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_6076	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	16.0	5.0	0.0	0.0
ASV_6243	39.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_6246	0.0	0.0	39.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_6297	0.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	11.0	0.0	0.0	0.0
ASV_6299	0.0	0.0	0.0	0.0	0.0	0.0	10.0	7.0	11.0	11.0	0.0	0.0
ASV_6300	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	13.0	0.0	0.0	0.0
ASV_6301	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.0	0.0	0.0	0.0	0.0
ASV_6302	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.0	0.0	0.0	0.0
ASV_6330	0.0	0.0	0.0	23.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_6331	0.0	0.0	0.0	0.0	23.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_6341	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	28.0
ASV_1427	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	21.0
ASV_2271	0.0	0.0	17.0	15.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_2551	0.0	0.0	0.0	38.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_2781	13.0	0.0	8.0	13.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_4288	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	30.0	0.0
ASV_4647	19.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	12.0	0.0
ASV_4809	0.0	0.0	0.0	0.0	38.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_5073	0.0	0.0	0.0	0.0	0.0	12.0	19.0	7.0	0.0	0.0	0.0	0.0
ASV_5551	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	18.0	0.0	0.0
ASV_5621	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	18.0
ASV_5948	7.0	0.0	0.0	0.0	6.0	0.0	11.0	5.0	9.0	0.0	0.0	0.0
ASV_6353	38.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_6356	13.0	0.0	17.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_6362	0.0	0.0	38.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_6409	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	24.0	0.0	0.0	0.0
ASV_6430	0.0	0.0	0.0	23.0	8.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_6434	0.0	0.0	0.0	38.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_6435	0.0	0.0	0.0	38.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_6436	0.0	0.0	0.0	5.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_6437	0.0	0.0	0.0	0.0	38.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_6438	0.0	0.0	0.0	0.0	0.0	38.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_6469	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0	0.0	0.0
ASV_28	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	9.0	0.0
ASV_795	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.0	0.0	0.0
ASV_1559	13.0	0.0	9.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0
ASV_1833	0.0	0.0	0.0	0.0	0.0	37.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_2460	0.0	0.0	0.0	3.0	0.0	28.0	0.0	0.0	0.0	6.0	0.0	0.0
ASV_2822	8.0	0.0	9.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_2949	6.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	2.0	2.0	0.0	0.0
ASV_3685	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	17.0	12.0	0.0	0.0
ASV_3714	0.0	0.0	6.0	12.0	0.0	7.0	0.0	0.0	0.0	0.0	12.0	0.0
ASV_3815	0.0	0.0	0.0	0.0	37.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_3831	0.0	0.0	0.0	8.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_3874	6.0	0.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_4289	0.0	0.0	0.0	0.0	0.0	0.0	37.0	0.0	0.0	0.0	0.0	0.0
ASV_4586	12.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	11.0	0.0	0.0
ASV_4589	37.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_4826	0.0	0.0	0.0	15.0	11.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_5360	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	17.0	0.0	0.0
ASV_5547	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	2.0	19.0	0.0	10.0
ASV_5913	0.0	0.0	0.0	23.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_6485	28.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_6533	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	6.0	13.0	8.0	0.0
ASV_6534	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	15.0	10.0	0.0	0.0
ASV_6535	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.0	0.0	0.0	0.0	0.0
ASV_6536	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.0	0.0	0.0	0.0	0.0
ASV_6537	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.0	0.0	0.0	0.0
ASV_6568	0.0	0.0	0.0	37.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_6569	0.0	0.0	0.0	0.0	37.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_6570	0.0	0.0	0.0	0.0	37.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_6571	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	10.0	23.0
ASV_6572	0.0	0.0	0.0	0.0	0.0	37.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_133	14.0	0.0	15.0	3.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_454	0.0	0.0	14.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_570	0.0	0.0	0.0	7.0	14.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_763	0.0	0.0	0.0	14.0	10.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_1482	0.0	0.0	0.0	0.0	0.0	0.0	36.0	0.0	0.0	0.0	0.0	0.0
ASV_2178	0.0	0.0	0.0	0.0	0.0	0.0	36.0	0.0	0.0	0.0	0.0	0.0
ASV_2324	0.0	0.0	0.0	0.0	0.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0
ASV_3057	4.0	0.0	0.0	4.0	0.0	5.0	0.0	7.0	7.0	4.0	5.0	0.0
ASV_3097	0.0	0.0	0.0	9.0	0.0	19.0	0.0	0.0	0.0	0.0	8.0	0.0
ASV_3189	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.0	0.0	0.0
